season,match_id,home_team,away_team,current_innings,fullName,runs,ballsFaced,fours,sixes,strikeRate
2022,1304047,CSK,KKR,CSK,Ruturaj Gaikwad,0,4,0,0,0
2022,1304047,CSK,KKR,CSK,Devon Conway,3,8,0,0,37.5
2022,1304047,CSK,KKR,CSK,Robin Uthappa,28,21,2,2,133.33
2022,1304047,CSK,KKR,CSK,Ambati Rayudu,15,17,1,1,88.23
2022,1304047,CSK,KKR,CSK,Ravindra Jadeja,26,28,0,1,92.85
2022,1304047,CSK,KKR,CSK,Shivam Dube,3,6,0,0,50
2022,1304047,CSK,KKR,CSK,MS Dhoni,50,38,7,1,131.57
2022,1304047,CSK,KKR,KKR,Ajinkya Rahane,44,34,6,1,129.41
2022,1304047,CSK,KKR,KKR,Venkatesh Iyer,16,16,2,0,100
2022,1304047,CSK,KKR,KKR,Nitish Rana,21,17,2,1,123.52
2022,1304047,CSK,KKR,KKR,Shreyas Iyer,20,19,1,0,105.26
2022,1304047,CSK,KKR,KKR,Sam Billings,25,22,1,1,113.63
2022,1304047,CSK,KKR,KKR,Sheldon Jackson,3,3,0,0,100
2022,1304048,DC,MI,MI,Rohit Sharma,41,32,4,2,128.12
2022,1304048,DC,MI,MI,Ishan Kishan,81,48,11,2,168.75
2022,1304048,DC,MI,MI,Anmolpreet Singh,8,9,0,0,88.88
2022,1304048,DC,MI,MI,Tilak Varma,22,15,3,0,146.66
2022,1304048,DC,MI,MI,Kieron Pollard,3,6,0,0,50
2022,1304048,DC,MI,MI,Tim David,12,8,0,1,150
2022,1304048,DC,MI,MI,Daniel Sams,7,2,0,1,350
2022,1304048,DC,MI,DC,Prithvi Shaw,38,24,4,2,158.33
2022,1304048,DC,MI,DC,Tim Seifert,21,14,4,0,150
2022,1304048,DC,MI,DC,Mandeep Singh,0,2,0,0,0
2022,1304048,DC,MI,DC,Rishabh Pant,1,2,0,0,50
2022,1304048,DC,MI,DC,Lalit Yadav,48,38,4,2,126.31
2022,1304048,DC,MI,DC,Rovman Powell,0,2,0,0,0
2022,1304048,DC,MI,DC,Shardul Thakur,22,11,4,0,200
2022,1304048,DC,MI,DC,Axar Patel,38,17,2,3,223.52
2022,1304049,PBKS,RCB,RCB,Faf du Plessis,88,57,3,7,154.38
2022,1304049,PBKS,RCB,RCB,Anuj Rawat,21,20,2,1,105
2022,1304049,PBKS,RCB,RCB,Virat Kohli,41,29,1,2,141.37
2022,1304049,PBKS,RCB,RCB,Dinesh Karthik,32,14,3,3,228.57
2022,1304049,PBKS,RCB,PBKS,Mayank Agarwal,32,24,2,2,133.33
2022,1304049,PBKS,RCB,PBKS,Shikhar Dhawan,43,29,5,1,148.27
2022,1304049,PBKS,RCB,PBKS,Bhanuka Rajapaksa,43,22,2,4,195.45
2022,1304049,PBKS,RCB,PBKS,Liam Livingstone,19,10,0,2,190
2022,1304049,PBKS,RCB,PBKS,Raj Bawa,0,1,0,0,0
2022,1304049,PBKS,RCB,PBKS,M Shahrukh Khan,24,20,1,2,120
2022,1304049,PBKS,RCB,PBKS,Odean Smith,25,8,1,3,312.5
2022,1304050,GT,LSG,LSG,KL Rahul,0,1,0,0,0
2022,1304050,GT,LSG,LSG,Quinton de Kock,7,9,1,0,77.77
2022,1304050,GT,LSG,LSG,Evin Lewis,10,9,2,0,111.11
2022,1304050,GT,LSG,LSG,Manish Pandey,6,5,1,0,120
2022,1304050,GT,LSG,LSG,Deepak Hooda,55,41,6,2,134.14
2022,1304050,GT,LSG,LSG,Ayush Badoni,54,41,4,3,131.7
2022,1304050,GT,LSG,LSG,Krunal Pandya,21,13,3,0,161.53
2022,1304050,GT,LSG,LSG,Dushmantha Chameera,1,1,0,0,100
2022,1304050,GT,LSG,GT,Shubman Gill,0,3,0,0,0
2022,1304050,GT,LSG,GT,Matthew Wade,30,29,4,0,103.44
2022,1304050,GT,LSG,GT,Vijay Shankar,4,6,0,0,66.66
2022,1304050,GT,LSG,GT,Hardik Pandya,33,28,5,1,117.85
2022,1304050,GT,LSG,GT,David Miller,30,21,1,2,142.85
2022,1304050,GT,LSG,GT,Rahul Tewatia,40,24,5,2,166.66
2022,1304050,GT,LSG,GT,Abhinav Manohar,15,7,3,0,214.28
2022,1304051,SRH,RR,RR,Jos Buttler,35,28,3,3,125
2022,1304051,SRH,RR,RR,Yashasvi Jaiswal,20,16,2,1,125
2022,1304051,SRH,RR,RR,Sanju Samson,55,27,3,5,203.7
2022,1304051,SRH,RR,RR,Devdutt Padikkal,41,29,4,2,141.37
2022,1304051,SRH,RR,RR,Shimron Hetmyer,32,13,2,3,246.15
2022,1304051,SRH,RR,RR,Riyan Parag,12,9,2,0,133.33
2022,1304051,SRH,RR,RR,Nathan Coulter-Nile,1,2,0,0,50
2022,1304051,SRH,RR,SRH,Kane Williamson,2,7,0,0,28.57
2022,1304051,SRH,RR,SRH,Abhishek Sharma,9,19,1,0,47.36
2022,1304051,SRH,RR,SRH,Rahul Tripathi,0,3,0,0,0
2022,1304051,SRH,RR,SRH,Nicholas Pooran,0,9,0,0,0
2022,1304051,SRH,RR,SRH,Aiden Markram,57,41,5,2,139.02
2022,1304051,SRH,RR,SRH,Abdul Samad,4,6,0,0,66.66
2022,1304051,SRH,RR,SRH,Romario Shepherd,24,18,0,2,133.33
2022,1304051,SRH,RR,SRH,Washington Sundar,40,14,5,2,285.71
2022,1304051,SRH,RR,SRH,Bhuvneshwar Kumar,3,4,0,0,75
2022,1304052,RCB,KKR,KKR,Ajinkya Rahane,9,10,1,0,90
2022,1304052,RCB,KKR,KKR,Venkatesh Iyer,10,14,1,0,71.42
2022,1304052,RCB,KKR,KKR,Shreyas Iyer,13,10,2,0,130
2022,1304052,RCB,KKR,KKR,Nitish Rana,10,5,1,1,200
2022,1304052,RCB,KKR,KKR,Sunil Narine,12,8,1,1,150
2022,1304052,RCB,KKR,KKR,Sam Billings,14,15,0,1,93.33
2022,1304052,RCB,KKR,KKR,Sheldon Jackson,0,1,0,0,0
2022,1304052,RCB,KKR,KKR,Andre Russell,25,18,1,3,138.88
2022,1304052,RCB,KKR,KKR,Tim Southee,1,5,0,0,20
2022,1304052,RCB,KKR,KKR,Umesh Yadav,18,12,2,1,150
2022,1304052,RCB,KKR,KKR,Varun Chakravarthy,10,16,2,0,62.5
2022,1304052,RCB,KKR,RCB,Faf du Plessis,5,4,1,0,125
2022,1304052,RCB,KKR,RCB,Anuj Rawat,0,2,0,0,0
2022,1304052,RCB,KKR,RCB,Virat Kohli,12,7,2,0,171.42
2022,1304052,RCB,KKR,RCB,David Willey,18,28,3,0,64.28
2022,1304052,RCB,KKR,RCB,Sherfane Rutherford,28,40,1,1,70
2022,1304052,RCB,KKR,RCB,Shahbaz Ahmed,27,20,0,3,135
2022,1304052,RCB,KKR,RCB,Dinesh Karthik,14,7,1,1,200
2022,1304052,RCB,KKR,RCB,Wanindu Hasaranga de Silva,4,3,1,0,133.33
2022,1304052,RCB,KKR,RCB,Harshal Patel,10,6,2,0,166.66
2022,1304053,LSG,CSK,CSK,Robin Uthappa,50,27,8,1,185.18
2022,1304053,LSG,CSK,CSK,Ruturaj Gaikwad,1,4,0,0,25
2022,1304053,LSG,CSK,CSK,Moeen Ali,35,22,4,2,159.09
2022,1304053,LSG,CSK,CSK,Shivam Dube,49,30,5,2,163.33
2022,1304053,LSG,CSK,CSK,Ambati Rayudu,27,20,2,2,135
2022,1304053,LSG,CSK,CSK,Ravindra Jadeja,17,9,3,0,188.88
2022,1304053,LSG,CSK,CSK,MS Dhoni,16,6,2,1,266.66
2022,1304053,LSG,CSK,CSK,Dwaine Pretorius,0,1,0,0,0
2022,1304053,LSG,CSK,CSK,Dwayne Bravo,1,1,0,0,100
2022,1304053,LSG,CSK,LSG,KL Rahul,40,26,2,3,153.84
2022,1304053,LSG,CSK,LSG,Quinton de Kock,61,45,9,0,135.55
2022,1304053,LSG,CSK,LSG,Manish Pandey,5,6,0,0,83.33
2022,1304053,LSG,CSK,LSG,Evin Lewis,55,23,6,3,239.13
2022,1304053,LSG,CSK,LSG,Deepak Hooda,13,8,1,1,162.5
2022,1304053,LSG,CSK,LSG,Ayush Badoni,19,9,0,2,211.11
2022,1304054,KKR,PBKS,PBKS,Mayank Agarwal,1,5,0,0,20
2022,1304054,KKR,PBKS,PBKS,Shikhar Dhawan,16,15,1,1,106.66
2022,1304054,KKR,PBKS,PBKS,Bhanuka Rajapaksa,31,9,3,3,344.44
2022,1304054,KKR,PBKS,PBKS,Liam Livingstone,19,16,1,1,118.75
2022,1304054,KKR,PBKS,PBKS,Raj Bawa,11,13,1,0,84.61
2022,1304054,KKR,PBKS,PBKS,M Shahrukh Khan,0,5,0,0,0
2022,1304054,KKR,PBKS,PBKS,Harpreet Brar,14,18,1,1,77.77
2022,1304054,KKR,PBKS,PBKS,Odean Smith,9,12,0,1,75
2022,1304054,KKR,PBKS,PBKS,Rahul Chahar,0,2,0,0,0
2022,1304054,KKR,PBKS,PBKS,Kagiso Rabada,25,16,4,1,156.25
2022,1304054,KKR,PBKS,PBKS,Arshdeep Singh,0,1,0,0,0
2022,1304054,KKR,PBKS,KKR,Ajinkya Rahane,12,11,3,0,109.09
2022,1304054,KKR,PBKS,KKR,Venkatesh Iyer,3,7,0,0,42.85
2022,1304054,KKR,PBKS,KKR,Shreyas Iyer,26,15,5,0,173.33
2022,1304054,KKR,PBKS,KKR,Sam Billings,24,23,1,1,104.34
2022,1304054,KKR,PBKS,KKR,Nitish Rana,0,2,0,0,0
2022,1304054,KKR,PBKS,KKR,Andre Russell,70,31,2,8,225.8
2022,1304055,MI,RR,RR,Jos Buttler,100,68,11,5,147.05
2022,1304055,MI,RR,RR,Yashasvi Jaiswal,1,2,0,0,50
2022,1304055,MI,RR,RR,Devdutt Padikkal,7,7,1,0,100
2022,1304055,MI,RR,RR,Sanju Samson,30,21,1,3,142.85
2022,1304055,MI,RR,RR,Shimron Hetmyer,35,14,3,3,250
2022,1304055,MI,RR,RR,Riyan Parag,5,4,1,0,125
2022,1304055,MI,RR,RR,Ravichandran Ashwin,1,1,0,0,100
2022,1304055,MI,RR,RR,Navdeep Saini,2,2,0,0,100
2022,1304055,MI,RR,RR,Trent Boult,1,1,0,0,100
2022,1304055,MI,RR,MI,Ishan Kishan,54,43,5,1,125.58
2022,1304055,MI,RR,MI,Rohit Sharma,10,5,0,1,200
2022,1304055,MI,RR,MI,Anmolpreet Singh,5,4,1,0,125
2022,1304055,MI,RR,MI,Tilak Varma,61,33,3,5,184.84
2022,1304055,MI,RR,MI,Kieron Pollard,22,24,3,1,91.66
2022,1304055,MI,RR,MI,Tim David,1,3,0,0,33.33
2022,1304055,MI,RR,MI,Daniel Sams,0,1,0,0,0
2022,1304055,MI,RR,MI,Murugan Ashwin,6,8,1,0,75
2022,1304055,MI,RR,MI,Jasprit Bumrah,0,1,0,0,0
2022,1304056,GT,DC,GT,Matthew Wade,1,2,0,0,50
2022,1304056,GT,DC,GT,Shubman Gill,84,46,6,4,182.6
2022,1304056,GT,DC,GT,Vijay Shankar,13,20,1,0,65
2022,1304056,GT,DC,GT,Hardik Pandya,31,27,4,0,114.81
2022,1304056,GT,DC,GT,David Miller,20,15,2,0,133.33
2022,1304056,GT,DC,GT,Rahul Tewatia,14,8,1,1,175
2022,1304056,GT,DC,GT,Abhinav Manohar,1,2,0,0,50
2022,1304056,GT,DC,GT,Rashid Khan,0,1,0,0,0
2022,1304056,GT,DC,DC,Prithvi Shaw,10,7,1,0,142.85
2022,1304056,GT,DC,DC,Tim Seifert,3,5,0,0,60
2022,1304056,GT,DC,DC,Mandeep Singh,18,16,4,0,112.5
2022,1304056,GT,DC,DC,Rishabh Pant,43,29,7,0,148.27
2022,1304056,GT,DC,DC,Lalit Yadav,25,22,2,1,113.63
2022,1304056,GT,DC,DC,Rovman Powell,20,12,2,1,166.66
2022,1304056,GT,DC,DC,Axar Patel,8,4,2,0,200
2022,1304056,GT,DC,DC,Shardul Thakur,2,5,0,0,40
2022,1304056,GT,DC,DC,Kuldeep Yadav,14,14,0,1,100
2022,1304056,GT,DC,DC,Khaleel Ahmed,0,1,0,0,0
2022,1304056,GT,DC,DC,Mustafizur Rahman,3,5,0,0,60
2022,1304057,CSK,PBKS,PBKS,Mayank Agarwal,4,2,1,0,200
2022,1304057,CSK,PBKS,PBKS,Shikhar Dhawan,33,24,4,1,137.5
2022,1304057,CSK,PBKS,PBKS,Bhanuka Rajapaksa,9,5,0,1,180
2022,1304057,CSK,PBKS,PBKS,Liam Livingstone,60,32,5,5,187.5
2022,1304057,CSK,PBKS,PBKS,Jitesh Sharma,26,17,0,3,152.94
2022,1304057,CSK,PBKS,PBKS,M Shahrukh Khan,6,11,0,0,54.54
2022,1304057,CSK,PBKS,PBKS,Odean Smith,3,7,0,0,42.85
2022,1304057,CSK,PBKS,PBKS,Kagiso Rabada,12,12,1,0,100
2022,1304057,CSK,PBKS,PBKS,Rahul Chahar,12,8,1,1,150
2022,1304057,CSK,PBKS,PBKS,Vaibhav Arora,1,2,0,0,50
2022,1304057,CSK,PBKS,CSK,Robin Uthappa,13,10,2,0,130
2022,1304057,CSK,PBKS,CSK,Ruturaj Gaikwad,1,4,0,0,25
2022,1304057,CSK,PBKS,CSK,Moeen Ali,0,2,0,0,0
2022,1304057,CSK,PBKS,CSK,Ambati Rayudu,13,21,2,0,61.9
2022,1304057,CSK,PBKS,CSK,Ravindra Jadeja,0,3,0,0,0
2022,1304057,CSK,PBKS,CSK,Shivam Dube,57,30,6,3,190
2022,1304057,CSK,PBKS,CSK,MS Dhoni,23,28,1,1,82.14
2022,1304057,CSK,PBKS,CSK,Dwayne Bravo,0,1,0,0,0
2022,1304057,CSK,PBKS,CSK,Dwaine Pretorius,8,4,0,1,200
2022,1304057,CSK,PBKS,CSK,Chris Jordan,5,5,0,0,100
2022,1304057,CSK,PBKS,CSK,Mukesh Choudhary,2,2,0,0,100
2022,1304058,SRH,LSG,LSG,KL Rahul,68,50,6,1,136
2022,1304058,SRH,LSG,LSG,Quinton de Kock,1,4,0,0,25
2022,1304058,SRH,LSG,LSG,Evin Lewis,1,5,0,0,20
2022,1304058,SRH,LSG,LSG,Manish Pandey,11,10,1,1,110
2022,1304058,SRH,LSG,LSG,Deepak Hooda,51,33,3,3,154.54
2022,1304058,SRH,LSG,LSG,Ayush Badoni,19,12,3,0,158.33
2022,1304058,SRH,LSG,LSG,Krunal Pandya,6,3,1,0,200
2022,1304058,SRH,LSG,LSG,Jason Holder,8,3,0,1,266.66
2022,1304058,SRH,LSG,SRH,Abhishek Sharma,13,11,2,0,118.18
2022,1304058,SRH,LSG,SRH,Kane Williamson,16,16,1,1,100
2022,1304058,SRH,LSG,SRH,Rahul Tripathi,44,30,5,1,146.66
2022,1304058,SRH,LSG,SRH,Aiden Markram,12,14,0,0,85.71
2022,1304058,SRH,LSG,SRH,Nicholas Pooran,34,24,3,2,141.66
2022,1304058,SRH,LSG,SRH,Washington Sundar,18,14,1,0,128.57
2022,1304058,SRH,LSG,SRH,Abdul Samad,0,1,0,0,0
2022,1304058,SRH,LSG,SRH,Romario Shepherd,8,8,0,1,100
2022,1304058,SRH,LSG,SRH,Bhuvneshwar Kumar,1,2,0,0,50
2022,1304058,SRH,LSG,SRH,Umran Malik,1,1,0,0,100
2022,1304059,RR,RCB,RR,Jos Buttler,70,47,0,6,148.93
2022,1304059,RR,RCB,RR,Yashasvi Jaiswal,4,6,0,0,66.66
2022,1304059,RR,RCB,RR,Devdutt Padikkal,37,29,2,2,127.58
2022,1304059,RR,RCB,RR,Sanju Samson,8,8,0,1,100
2022,1304059,RR,RCB,RR,Shimron Hetmyer,42,31,4,2,135.48
2022,1304059,RR,RCB,RCB,Faf du Plessis,29,20,5,0,145
2022,1304059,RR,RCB,RCB,Anuj Rawat,26,25,4,0,104
2022,1304059,RR,RCB,RCB,Virat Kohli,5,6,0,0,83.33
2022,1304059,RR,RCB,RCB,David Willey,0,2,0,0,0
2022,1304059,RR,RCB,RCB,Sherfane Rutherford,5,10,0,0,50
2022,1304059,RR,RCB,RCB,Shahbaz Ahmed,45,26,4,3,173.07
2022,1304059,RR,RCB,RCB,Dinesh Karthik,44,23,7,1,191.3
2022,1304059,RR,RCB,RCB,Harshal Patel,9,4,0,1,225
2022,1304060,KKR,MI,MI,Rohit Sharma,3,12,0,0,25
2022,1304060,KKR,MI,MI,Ishan Kishan,14,21,1,0,66.66
2022,1304060,KKR,MI,MI,Dewald Brevis,29,19,2,2,152.63
2022,1304060,KKR,MI,MI,Suryakumar Yadav,52,36,5,2,144.44
2022,1304060,KKR,MI,MI,Tilak Varma,38,27,3,2,140.74
2022,1304060,KKR,MI,MI,Kieron Pollard,22,5,0,3,440
2022,1304060,KKR,MI,KKR,Ajinkya Rahane,7,11,0,0,63.63
2022,1304060,KKR,MI,KKR,Venkatesh Iyer,50,41,6,1,121.95
2022,1304060,KKR,MI,KKR,Shreyas Iyer,10,6,2,0,166.66
2022,1304060,KKR,MI,KKR,Sam Billings,17,12,0,2,141.66
2022,1304060,KKR,MI,KKR,Nitish Rana,8,7,0,1,114.28
2022,1304060,KKR,MI,KKR,Andre Russell,11,5,1,1,220
2022,1304060,KKR,MI,KKR,Pat Cummins,56,15,4,6,373.33
2022,1304061,LSG,DC,DC,Prithvi Shaw,61,34,9,2,179.41
2022,1304061,LSG,DC,DC,David Warner,4,12,0,0,33.33
2022,1304061,LSG,DC,DC,Rovman Powell,3,10,0,0,30
2022,1304061,LSG,DC,DC,Rishabh Pant,39,36,3,2,108.33
2022,1304061,LSG,DC,DC,Sarfaraz Khan,36,28,3,0,128.57
2022,1304061,LSG,DC,LSG,KL Rahul,24,25,1,1,96
2022,1304061,LSG,DC,LSG,Quinton de Kock,80,52,9,2,153.84
2022,1304061,LSG,DC,LSG,Evin Lewis,5,13,0,0,38.46
2022,1304061,LSG,DC,LSG,Deepak Hooda,11,13,0,0,84.61
2022,1304061,LSG,DC,LSG,Krunal Pandya,19,14,0,1,135.71
2022,1304061,LSG,DC,LSG,Ayush Badoni,10,3,1,1,333.33
2022,1304062,PBKS,GT,PBKS,Mayank Agarwal,5,9,1,0,55.55
2022,1304062,PBKS,GT,PBKS,Shikhar Dhawan,35,30,4,0,116.66
2022,1304062,PBKS,GT,PBKS,Jonny Bairstow,8,8,2,0,100
2022,1304062,PBKS,GT,PBKS,Liam Livingstone,64,27,7,4,237.03
2022,1304062,PBKS,GT,PBKS,Jitesh Sharma,23,11,1,2,209.09
2022,1304062,PBKS,GT,PBKS,Odean Smith,0,1,0,0,0
2022,1304062,PBKS,GT,PBKS,M Shahrukh Khan,15,8,0,2,187.5
2022,1304062,PBKS,GT,PBKS,Kagiso Rabada,1,1,0,0,100
2022,1304062,PBKS,GT,PBKS,Rahul Chahar,22,14,2,1,157.14
2022,1304062,PBKS,GT,PBKS,Vaibhav Arora,2,6,0,0,33.33
2022,1304062,PBKS,GT,PBKS,Arshdeep Singh,10,5,1,0,200
2022,1304062,PBKS,GT,GT,Matthew Wade,6,7,1,0,85.71
2022,1304062,PBKS,GT,GT,Shubman Gill,96,59,11,1,162.71
2022,1304062,PBKS,GT,GT,Sai Sudharsan,35,30,4,1,116.66
2022,1304062,PBKS,GT,GT,Hardik Pandya,27,18,5,0,150
2022,1304062,PBKS,GT,GT,David Miller,6,4,1,0,150
2022,1304062,PBKS,GT,GT,Rahul Tewatia,13,3,0,2,433.33
2022,1304063,CSK,SRH,CSK,Robin Uthappa,15,11,1,0,136.36
2022,1304063,CSK,SRH,CSK,Ruturaj Gaikwad,16,13,3,0,123.07
2022,1304063,CSK,SRH,CSK,Moeen Ali,48,35,3,2,137.14
2022,1304063,CSK,SRH,CSK,Ambati Rayudu,27,27,4,0,100
2022,1304063,CSK,SRH,CSK,Shivam Dube,3,5,0,0,60
2022,1304063,CSK,SRH,CSK,Ravindra Jadeja,23,15,2,1,153.33
2022,1304063,CSK,SRH,CSK,MS Dhoni,3,6,0,0,50
2022,1304063,CSK,SRH,CSK,Dwayne Bravo,8,5,1,0,160
2022,1304063,CSK,SRH,CSK,Chris Jordan,6,3,0,0,200
2022,1304063,CSK,SRH,SRH,Abhishek Sharma,75,50,5,3,150
2022,1304063,CSK,SRH,SRH,Kane Williamson,32,40,2,1,80
2022,1304063,CSK,SRH,SRH,Rahul Tripathi,39,15,5,2,260
2022,1304063,CSK,SRH,SRH,Nicholas Pooran,5,2,1,0,250
2022,1304064,RCB,MI,MI,Ishan Kishan,26,28,3,0,92.85
2022,1304064,RCB,MI,MI,Rohit Sharma,26,15,4,1,173.33
2022,1304064,RCB,MI,MI,Dewald Brevis,8,11,1,0,72.72
2022,1304064,RCB,MI,MI,Suryakumar Yadav,68,37,5,6,183.78
2022,1304064,RCB,MI,MI,Tilak Varma,0,3,0,0,0
2022,1304064,RCB,MI,MI,Kieron Pollard,0,1,0,0,0
2022,1304064,RCB,MI,MI,Ramandeep Singh,6,12,0,0,50
2022,1304064,RCB,MI,MI,Jaydev Unadkat,13,14,1,0,92.85
2022,1304064,RCB,MI,RCB,Faf du Plessis,16,24,1,0,66.66
2022,1304064,RCB,MI,RCB,Anuj Rawat,66,47,2,6,140.42
2022,1304064,RCB,MI,RCB,Virat Kohli,48,36,5,0,133.33
2022,1304064,RCB,MI,RCB,Dinesh Karthik,7,2,0,1,350
2022,1304064,RCB,MI,RCB,Glenn Maxwell,8,2,2,0,400
2022,1304065,KKR,DC,DC,Prithvi Shaw,51,29,7,2,175.86
2022,1304065,KKR,DC,DC,David Warner,61,45,6,2,135.55
2022,1304065,KKR,DC,DC,Rishabh Pant,27,14,2,2,192.85
2022,1304065,KKR,DC,DC,Lalit Yadav,1,4,0,0,25
2022,1304065,KKR,DC,DC,Rovman Powell,8,6,0,1,133.33
2022,1304065,KKR,DC,DC,Axar Patel,22,14,2,1,157.14
2022,1304065,KKR,DC,DC,Shardul Thakur,29,11,1,3,263.63
2022,1304065,KKR,DC,KKR,Ajinkya Rahane,8,14,1,0,57.14
2022,1304065,KKR,DC,KKR,Venkatesh Iyer,18,8,1,2,225
2022,1304065,KKR,DC,KKR,Shreyas Iyer,54,33,5,2,163.63
2022,1304065,KKR,DC,KKR,Nitish Rana,30,20,0,3,150
2022,1304065,KKR,DC,KKR,Andre Russell,24,21,3,0,114.28
2022,1304065,KKR,DC,KKR,Sam Billings,15,9,1,1,166.66
2022,1304065,KKR,DC,KKR,Pat Cummins,4,3,1,0,133.33
2022,1304065,KKR,DC,KKR,Sunil Narine,4,2,1,0,200
2022,1304065,KKR,DC,KKR,Umesh Yadav,0,1,0,0,0
2022,1304065,KKR,DC,KKR,Rasikh Salam,7,6,1,0,116.66
2022,1304065,KKR,DC,KKR,Varun Chakravarthy,1,1,0,0,100
2022,1304066,RR,LSG,RR,Jos Buttler,13,11,1,1,118.18
2022,1304066,RR,LSG,RR,Devdutt Padikkal,29,29,4,0,100
2022,1304066,RR,LSG,RR,Sanju Samson,13,12,2,0,108.33
2022,1304066,RR,LSG,RR,Rassie van der Dussen,4,4,1,0,100
2022,1304066,RR,LSG,RR,Shimron Hetmyer,59,36,1,6,163.88
2022,1304066,RR,LSG,RR,Ravichandran Ashwin,28,23,0,2,121.73
2022,1304066,RR,LSG,RR,Riyan Parag,8,4,0,1,200
2022,1304066,RR,LSG,RR,Trent Boult,2,1,0,0,200
2022,1304066,RR,LSG,LSG,KL Rahul,0,1,0,0,0
2022,1304066,RR,LSG,LSG,Quinton de Kock,39,32,2,1,121.87
2022,1304066,RR,LSG,LSG,Krishnappa Gowtham,0,1,0,0,0
2022,1304066,RR,LSG,LSG,Jason Holder,8,14,2,0,57.14
2022,1304066,RR,LSG,LSG,Deepak Hooda,25,24,3,0,104.16
2022,1304066,RR,LSG,LSG,Ayush Badoni,5,7,0,0,71.42
2022,1304066,RR,LSG,LSG,Krunal Pandya,22,15,2,0,146.66
2022,1304066,RR,LSG,LSG,Marcus Stoinis,38,17,2,4,223.52
2022,1304066,RR,LSG,LSG,Dushmantha Chameera,13,7,2,0,185.71
2022,1304066,RR,LSG,LSG,Avesh Khan,7,2,0,1,350
2022,1304067,SRH,GT,GT,Matthew Wade,19,19,3,0,100
2022,1304067,SRH,GT,GT,Shubman Gill,7,9,1,0,77.77
2022,1304067,SRH,GT,GT,Sai Sudharsan,11,9,2,0,122.22
2022,1304067,SRH,GT,GT,Hardik Pandya,50,42,4,1,119.04
2022,1304067,SRH,GT,GT,David Miller,12,15,0,0,80
2022,1304067,SRH,GT,GT,Abhinav Manohar,35,21,5,1,166.66
2022,1304067,SRH,GT,GT,Rahul Tewatia,6,4,1,0,150
2022,1304067,SRH,GT,GT,Rashid Khan,0,1,0,0,0
2022,1304067,SRH,GT,SRH,Abhishek Sharma,42,32,6,0,131.25
2022,1304067,SRH,GT,SRH,Kane Williamson,57,46,2,4,123.91
2022,1304067,SRH,GT,SRH,Rahul Tripathi,17,11,1,1,154.54
2022,1304067,SRH,GT,SRH,Nicholas Pooran,34,18,2,2,188.88
2022,1304067,SRH,GT,SRH,Aiden Markram,12,8,1,0,150
2022,1304068,CSK,RCB,CSK,Ruturaj Gaikwad,17,16,3,0,106.25
2022,1304068,CSK,RCB,CSK,Robin Uthappa,88,50,4,9,176
2022,1304068,CSK,RCB,CSK,Moeen Ali,3,8,0,0,37.5
2022,1304068,CSK,RCB,CSK,Shivam Dube,95,46,5,8,206.52
2022,1304068,CSK,RCB,CSK,Ravindra Jadeja,0,1,0,0,0
2022,1304068,CSK,RCB,CSK,MS Dhoni,0,0,0,0,0
2022,1304068,CSK,RCB,RCB,Faf du Plessis,8,9,0,0,88.88
2022,1304068,CSK,RCB,RCB,Anuj Rawat,12,16,1,0,75
2022,1304068,CSK,RCB,RCB,Virat Kohli,1,3,0,0,33.33
2022,1304068,CSK,RCB,RCB,Glenn Maxwell,26,11,2,2,236.36
2022,1304068,CSK,RCB,RCB,Shahbaz Ahmed,41,27,4,0,151.85
2022,1304068,CSK,RCB,RCB,Suyash Prabhudessai,34,18,5,1,188.88
2022,1304068,CSK,RCB,RCB,Dinesh Karthik,34,14,2,3,242.85
2022,1304068,CSK,RCB,RCB,Wanindu Hasaranga de Silva,7,3,0,1,233.33
2022,1304068,CSK,RCB,RCB,Akash Deep,0,2,0,0,0
2022,1304068,CSK,RCB,RCB,Mohammed Siraj,14,11,3,0,127.27
2022,1304068,CSK,RCB,RCB,Josh Hazlewood,7,7,0,0,100
2022,1304069,MI,PBKS,PBKS,Mayank Agarwal,52,32,6,2,162.5
2022,1304069,MI,PBKS,PBKS,Shikhar Dhawan,70,50,5,3,140
2022,1304069,MI,PBKS,PBKS,Jonny Bairstow,12,13,1,0,92.3
2022,1304069,MI,PBKS,PBKS,Liam Livingstone,2,3,0,0,66.66
2022,1304069,MI,PBKS,PBKS,Jitesh Sharma,30,15,2,2,200
2022,1304069,MI,PBKS,PBKS,M Shahrukh Khan,15,6,0,2,250
2022,1304069,MI,PBKS,PBKS,Odean Smith,1,1,0,0,100
2022,1304069,MI,PBKS,MI,Rohit Sharma,28,17,3,2,164.7
2022,1304069,MI,PBKS,MI,Ishan Kishan,3,6,0,0,50
2022,1304069,MI,PBKS,MI,Dewald Brevis,49,25,4,5,196
2022,1304069,MI,PBKS,MI,Tilak Varma,36,20,3,2,180
2022,1304069,MI,PBKS,MI,Suryakumar Yadav,43,30,1,4,143.33
2022,1304069,MI,PBKS,MI,Kieron Pollard,10,11,1,0,90.9
2022,1304069,MI,PBKS,MI,Jaydev Unadkat,12,7,0,1,171.42
2022,1304069,MI,PBKS,MI,Murugan Ashwin,0,2,0,0,0
2022,1304069,MI,PBKS,MI,Jasprit Bumrah,0,1,0,0,0
2022,1304069,MI,PBKS,MI,Tymal Mills,0,2,0,0,0
